Song ID,Song Title,Lenght,Country,Artist,Album,Plays,Date Added,Last  Played,Genre,,,,
1565,Africa (Bordertown Dub),5:32,USA,Toto,,31,"6/10/14, 10:12 PM","1/9/21, 6:11 PM",Dance,,,,
1566,Jealous - I Ain't With It (Jerry Folk Remix),4:06,CA,Chromeo,,47,"6/9/14, 2:32 PM","9/16/21, 8:29 PM",Nu Disco / Funk,,,,
1567,Les Rois du Monde,3:36,FR,Romeo et Juliette,,28,"6/7/14, 11:31 AM","5/29/20, 7:17 PM",Variete Francaise,,,,
1568,the cost of juicy,4:57,FR,Benjamin Bellman,,1,"6/7/14, 8:45 AM","5/30/16, 3:31 PM",mashup,,,,
1569,all my unicat,4:07,FR,Benjamin Bellman,,32,"6/7/14, 7:53 AM","7/29/20, 6:12 PM",mashup,,,,
1570,around the hnny,4:32,FR,Benjamin Bellman,,30,"6/7/14, 7:46 AM","1/9/20, 7:20 PM",mashup,,,,
1571,Do It Like That (Original Mix),4:35,FR,MEM,,22,"6/6/14, 7:59 PM","6/2/20, 6:07 PM",Dance,,,,
1572,Drop The Guns (Original Mix),6:06,NL,Alpharock,,20,"6/6/14, 7:56 PM","10/1/21, 6:15 AM",Dance,,,,
1573,Control (Original Mix),5:57,DE,Claptone,,14,"6/6/14, 7:55 PM","7/27/21, 12:01 PM",Dance,,,,
1574,Talk Dirty (feat. 2 Chainz),2:58,USA,Jason Derulo,Tattoos,17,"6/6/14, 7:51 PM","7/16/21, 5:18 AM",Pop,,,,
1575,Kingdom (Original Mix),4:28,DE,Jewelz and Sparks,,23,"6/6/14, 7:51 PM","8/5/21, 1:34 PM",Electronic,,,,
1576,Gecko (Original Mix),4:39,NL,Oliver Heldens,,17,"6/6/14, 6:05 PM","7/5/20, 10:53 PM",Electronic,,,,
1577,Unicat,2:02,FR,Mr Oizo,Amicalement,18,"6/6/14, 6:02 PM","3/19/21, 12:40 PM",Electronic,,,,
1578,Nagoya Marimba (HNNY Extended Remake),6:27,SWE,Steve Reich and HNNY,,95,"6/6/14, 6:01 PM","11/17/21, 6:04 AM",Dance,,,,
1579,Get Lucky (Le Nonsense Remix),8:29,FR,Daft Punk,Get Lucky - Remixes,15,"6/6/14, 5:56 PM","4/26/20, 8:31 PM",Dance,,,,
1580,help me lose my face to face,4:13,FR,Benjamin Bellman,,4,"6/3/14, 6:06 PM","3/4/15, 2:18 PM",mashup,,,,
1581,when a fire starts to digital love,4:46,FR,Benjamin Bellman,,18,"6/3/14, 5:57 PM","1/6/18, 1:54 PM",mashup,,,,
1582,god save john: When a fire starts to burn theres digital love,4:56,FR,Benjamin Bellman,,1,"6/3/14, 5:40 PM","3/6/15, 2:48 PM",mashup,,,,
1583,da funk at the warrior concerto,4:07,FR,Benjamin Bellman,,33,"6/3/14, 5:29 PM","2/26/21, 6:19 PM",mashup,,,,
1584,its not fair to be treated with respect,3:35,FR,Benjamin Bellman,,2,"6/3/14, 5:18 PM","6/12/14, 6:11 PM",mashup,,,,
1585,down the gust of wind,4:16,FR,Benjamin Bellman,,2,"6/3/14, 5:06 PM","5/30/16, 3:15 PM",mashup,,,,
1586,1 Thing (Cherokee Remix),3:56,FR,Amerie,1 Thing (Cherokee Remix),22,"6/2/14, 11:45 AM","8/11/21, 4:09 AM",Electronic,,,,
1587,"Gettin' Jiggy Wit it (Viceroy ""Jet Life"" Remix)",3:41,USA,Will Smith,http://www.facebook.com/viceroyoffical,20,"6/2/14, 11:04 AM","5/8/20, 10:11 AM","Summertime, All The Time",,,,
1588,"Ride Wit Me (Viceroy ""Jet Life"" Remix)",4:14,USA,Nelly,,52,"6/2/14, 11:01 AM","7/25/20, 4:44 PM",Summertime All The Time,,,,
1589,moving on viva la vida,3:18,FR,Benjamin Bellman,,25,"5/31/14, 5:04 PM","10/25/20, 1:54 PM",Dance,,,,
1590,Over Your Shoulder (Mr. Oizo Remix),3:15,CA,Chromeo,Amicalement,39,"5/30/14, 11:34 PM","5/26/20, 3:01 PM",Electronic,,,,
1591,sable doux goes on n on,3:55,FR,Benjamin Bellman,,7,"5/30/14, 5:57 PM","4/17/19, 6:28 PM",mashup,,,,
1592,Eveybody is sable doux,3:53,FR,Benjamin Bellman,,25,"5/30/14, 5:48 PM","2/10/21, 6:15 AM",mashup,,,,
1593,"no stress, its alive",3:14,FR,Benjamin Bellman,,4,"5/30/14, 5:24 PM","5/30/16, 3:18 PM",mashup,,,,
1594,are you celebrating_,4:02,FR,Benjamin Bellman,,22,"5/30/14, 5:14 PM","9/19/21, 10:19 AM",mashup,,,,
1595,if i ever feel atger,4:24,FR,Benjamin Bellman,,5,"5/30/14, 5:03 PM","2/19/15, 2:49 AM",mashup,,,,
1596,Around face to face,4:57,FR,Benjamin Bellman,,4,"5/28/14, 3:36 PM","6/18/14, 7:44 PM",mashup,,,,
1597,Human after Energy,3:37,FR,Benjamin Bellman,,5,"5/24/14, 9:34 PM","5/9/20, 11:05 PM",mashup,,,,
1598,pursuit of tetra,3:27,FR,Benjamin Bellman,,7,"5/24/14, 6:05 PM","6/6/20, 2:48 PM",mashup,,,,
1599,the world is ohio,3:38,FR,Benjamin Bellman,,4,"5/23/14, 5:54 PM","6/8/14, 10:22 PM",mashup,,,,
1600,musique maliblue !,4:02,FR,Benjamin Bellman,,8,"5/21/14, 5:18 PM","6/27/14, 8:21 PM",mashup,,,,
1601,the clock is still D.R.E,4:59,FR,Benjamin Bellman,,3,"5/21/14, 4:55 PM","10/24/20, 7:30 PM",mashup,,,,
1602,Sun on the island,4:50,FR,Benjamin Bellman,,19,"5/21/14, 10:05 AM","7/20/21, 3:00 PM",mashup,,,,
1603,I love controlling my body,5:17,FR,Benjamin Bellman,,15,"5/21/14, 1:31 AM","4/29/20, 10:40 PM",mashup,,,,
1604,Calling (Lose My Mind) [Radio Edit],3:28,SWE,SebastiAn Ingrosso,,87,"5/21/14, 1:11 AM","9/18/21, 8:14 AM",Electronic,,,,
1605,Walking on insanity,2:55,FR,Benjamin Bellman,,25,"5/21/14, 12:56 AM","2/21/21, 9:31 PM",mashup,,,,
1606,Marbachermat,3:17,FR,Benjamin Bellman,,3,"5/20/14, 7:37 PM","6/11/15, 3:15 PM",mashup,,,,
1607,Something about a black cat,5:20,FR,Benjamin Bellman,,27,"5/20/14, 7:25 PM","1/17/21, 11:05 AM",mashup,,,,
1608,Boneless (Official Video),3:54,USA,Steve Aoki,,8,"5/20/14, 4:50 PM","2/26/21, 5:28 PM",Dance,,,,
1609,Positively Inclined,4:01,FR,Wax Tailor,,20,"5/20/14, 4:47 PM","3/14/21, 8:20 AM",Hip Hop/Rap,,,,
1610,All my aerodynamic,3:47,FR,Benjamin Bellman,,7,"5/19/14, 5:15 PM","2/13/20, 2:16 PM",mashup,,,,
1611,Falling in abesses,4:51,FR,Benjamin Bellman,,8,"5/17/14, 8:16 PM","11/27/19, 11:51 AM",Dance,,,,
1612,Typically Funk,5:59,FR,Benjamin Bellman,,10,"5/15/14, 5:43 PM","4/17/21, 7:21 PM",mashup,,,,
1613,Around the red red wine,5:05,FR,Benjamin Bellman,,3,"5/12/14, 6:02 PM","7/12/14, 3:29 PM",mashup,,,,
1614,Piano Man,5:36,USA,Billy Joel,The Essential Billy Joel,19,"5/12/14, 5:04 PM","4/12/21, 2:34 PM",Soft Rock,,,,
1615,I Don't Feel Like Dancin,4:49,USA,Scissor Sisters,,54,"5/12/14, 5:02 PM","2/2/21, 6:49 PM",Pop,,,,
1616,Just An Illusion,4:04,UK,Imagination,,32,"5/12/14, 5:01 PM","11/21/20, 8:57 PM",Pop,,,,
1617,Breathe,3:58,UK,Pink Floyd,Dark Side of the Moon,55,"5/12/14, 5:00 PM","7/25/20, 11:00 PM",Psychedlic Rock,,,,
1618,Down Under,3:42,AUS,Men at Work,,27,"5/12/14, 4:51 PM","11/15/20, 5:51 PM",Pop,,,,
1619,"Red, Red Wine",5:20,UK,UB40,,16,"5/12/14, 1:46 PM","1/8/20, 2:10 PM",Hip Hop/Rap,,,,
1620,Nothing suits me like a suit (lyrics),2:51,USA,Barney Stinson,,13,"5/12/14, 1:45 PM","5/4/20, 12:55 PM",Pop,,,,
1621,Life Is A Highway [WITH LYRICS],4:49,USA,Rascal Flats,,16,"5/12/14, 1:43 PM","3/1/20, 2:00 AM",Rock,,,,
1622,Bye bye 9h20,3:07,FR,Benjamin Bellman,,34,"5/12/14, 12:36 AM","7/19/20, 10:19 PM",mashup,,,,
1623,Sun (Viceroy Remix),4:04,UK,Two Door Cinema Club,,93,"5/11/14, 10:29 PM","6/6/21, 7:04 PM",Dance,,,,
1624,Loud Pipes,3:48,UK,Ratatat,,18,"5/11/14, 5:22 PM","3/4/21, 6:11 AM",Electronic,,,,
1625,Lose yourself to the bang bang,3:58,FR,Benjamin Bellman,,4,"5/8/14, 5:49 PM","5/23/14, 7:21 PM",mashup,,,,
1626,Typically Her (Kaytranada Edition),5:06,CA,Beverlay,,24,"5/7/14, 7:51 PM","4/30/20, 2:30 PM",Electronic,,,,
1627,Real Lies,5:42,USA,Panic City,,26,"5/7/14, 7:44 PM","6/3/21, 6:50 PM",Electronic,,,,
1628,It's About the Time,3:56,BE,Stereoclip,Stereoclip,13,"5/7/14, 7:41 PM","6/10/20, 10:41 AM",Dance,,,,
1629,Leven,3:04,NL,Bakermat,,42,"5/7/14, 7:39 PM","5/21/21, 9:15 PM",Dance,,,,
1630,Robots Can't Dance,4:06,UK,Bada-Bing,,24,"5/7/14, 7:37 PM","5/24/21, 5:49 PM",Dance,,,,
1631,Bachi-Bouzouk,4:57,FR,Rone,Rone,13,"5/7/14, 7:35 PM","2/5/20, 8:27 PM",Electronic,,,,
1632,Center Of The Universe (Pete Tong Rip),5:35,SWE,Axwell,,35,"5/7/14, 7:33 PM","6/13/21, 3:12 PM",Dance,,,,
1633,Lying Together,4:31,FR,FKJ,FKJ,13,"5/7/14, 7:32 PM","4/21/21, 6:52 PM",Electronic,,,,
1634,Something About Us (Psymbionic Remix),4:18,FR,Daft Punk,Something About Us - Remixes,26,"5/7/14, 7:27 PM","5/24/21, 5:21 PM",Electronic,,,,
1635,Get Low Vs Get Lucky,4:58,FR,Daft Punk Vs The World,Get Lucky - Remixes,31,"5/7/14, 7:25 PM","6/13/21, 1:03 PM",mashup,,,,
1636,BenKokomo,3:46,FR,Benjamin Bellman,,13,"5/5/14, 7:40 PM","3/30/21, 6:26 AM",mashup,,,,
1637,Dark Paradise (Parov Stelar Remix),4:22,USA,Lana Del Rey,,58,"4/21/14, 10:48 AM","5/9/20, 1:47 PM",Dance,,,,
1638,Around (Solomun Vox Remix),6:59,DE,Solomun,,23,"4/21/14, 10:45 AM","2/15/21, 3:42 PM",Electronic,,,,
1639,Feel The Vibe,4:30,SWE,Axwell,,40,"4/21/14, 10:43 AM","7/1/21, 5:48 AM",Dance,,,,
1640,Blue Jeans (RAC Remix),3:42,USA,Lana Del Rey,,27,"4/21/14, 10:19 AM","5/22/20, 11:48 AM",Alternative,,,,
1641,Reload (Original Vocal Mix) Lyrics and Download,6:04,SWE,SebastiAn Ingrosso,,15,"4/21/14, 10:16 AM","11/11/21, 2:41 PM",Dance,,,,
1642,Arabest,3:16,FR,SebastiAn,Total,18,"4/21/14, 10:12 AM","2/29/20, 1:16 PM",Electronic,,,,
1643,Tramway,4:03,BE,Stereoclip,Stereoclip,12,"4/21/14, 10:10 AM","6/10/20, 11:03 PM",Electronic,,,,
1644,The Ballroom Blitz 1973,4:16,UK,The Sweet,,12,"4/21/14, 10:03 AM","5/15/20, 10:22 PM",Rock,,,,
1645,"NRG (Skrillex, Kill The Noise, Milo &amp; Otis Remix)",4:13,CA,Duck Sauce,,15,"4/21/14, 10:01 AM","2/5/21, 6:04 AM",Electronic,,,,
1646,NRG (Radio Edit),3:15,CA,Duck Sauce,NRG - Single,49,"4/21/14, 9:54 AM","5/2/20, 8:05 PM",Dance,,,,
1647,Pipa concerto (part 2),10:18,CN,Tan Dun,,4,"4/20/14, 2:50 PM","12/27/19, 8:30 PM",Classical Music - Chamber Music,,,,
1648,"Pierrot Lunaire, No. 18, ""The Moonfleck""",1:12,DE,Arnold Schoenberg,"Listen, Seventh Edition",3,"4/16/14, 9:51 PM","1/16/20, 4:07 PM",Classical,,,,
1649,"Symphony No. 5 In C Minor, I",0:30,DE,Beethoven,"Listen, Seventh Edition",17,"4/16/14, 9:51 PM","11/15/20, 5:19 PM",Classical,,,,
1650,The Winner Takes It All,4:55,SWE,ABBA,Gold - Greatest Hits,36,"4/15/14, 7:43 PM","5/29/21, 4:13 PM",Pop,,,,
1651,"NRG (Skrillex, Kill the Noise, Milo & Otis Remix)",4:13,CA,Duck Sauce,NRG - Single,9,"4/15/14, 7:43 PM","5/4/20, 2:50 PM",Electronic,,,,
1652,Cantante Domino,2:56,EE,Arvo Part,ClipConverter.cc,3,"4/15/14, 1:11 PM","1/15/20, 3:39 PM",Classical,,,,
1653,Computerized,4:37,FR,Daft Punk & Jay Z,Computerized-Single,36,"4/12/14, 10:10 PM","2/20/21, 1:22 PM",Electronic,,,,
1654,Le casse de Brice,3:36,FR,Brice De Nice,,42,"4/12/14, 10:07 PM","7/20/21, 3:03 PM",Soundtrack,,,,
1655,Sous le sunlight des tropiques,4:02,FR,Gilbert Montagne,,72,"4/12/14, 10:05 PM","10/11/21, 4:20 PM",Variete Francaise,,,,
1656,Set It Off feat. Lazerdisk Party Sex,4:00,USA,Diplo,,25,"4/12/14, 10:03 PM","5/12/20, 12:12 PM",Electronic,,,,
1657,Dancin (KRONO Remix),4:16,FR,Aaron Smith,Krono-Single,74,"4/12/14, 10:01 PM","5/22/21, 6:26 PM",Electronic,,,,
1658,Let The Beat Control Your Body (original mix),5:02,FR,Brodinsky,Brodinksy,11,"4/12/14, 9:59 PM","6/13/21, 2:34 PM",Electronic,,,,
1659,Insane feat. Moon Holiday,3:35,AUS,Flume,,23,"4/12/14, 9:53 PM","7/7/20, 1:03 AM",Dance,,,,
1660,Beautiful Life,3:39,SWE,Ace of Base,Ace of Base: Greatest Hits,21,"4/6/14, 11:27 PM","5/2/20, 8:02 PM",Pop,,,,
1661,Wonderful Life,4:50,UK,Black (Artist),Any Colour You Like,38,"4/6/14, 11:27 PM","10/1/21, 10:35 PM",Pop,,,,
1662,Promesses,3:30,FR,DIMMI,Promesses - EP,32,"4/6/14, 11:27 PM","2/17/21, 4:49 PM",Electronic,,,,
1663,Help Me Lose My Mind (feat. London Grammar),4:07,UK,Disclosure,Settle,10,"4/6/14, 11:27 PM","3/10/20, 7:41 PM",Electronic,,,,
1664,You & Me (feat. Eliza Doolittle) [Flume Remix],4:43,UK,Disclosure,Settle (The Remixes),13,"4/6/14, 11:27 PM","3/3/20, 2:44 PM",Electronic,,,,
1665,Alive,3:25,AUS,Empire of the Sun,Ice On the Dune,68,"4/6/14, 11:27 PM","2/12/21, 8:29 AM",Alternative,,,,
1666,Change,2:28,AUS,Flume,Flume,42,"4/6/14, 11:27 PM","4/28/20, 1:39 AM",Electronic,,,,
1667,L'horloge tourne,3:27,FR,Mickael Miro,L'horloge tourne - Single,48,"4/6/14, 11:27 PM","7/16/21, 5:15 AM",Musique francophone,,,,
1668,Bang Bang (My Baby Shot Me Down),2:42,USA,Nancy Sinatra,How Does That Grab You?,8,"4/6/14, 11:27 PM","12/15/19, 1:12 AM",Pop,,,,
1669,All of Me,3:03,USA,The Piano Guys,The Piano Guys 2,64,"4/6/14, 11:27 PM","6/11/21, 12:09 PM",Classical,,,,
1670,She's So High,3:45,CA,Tal Bachman,Tal Bachman,30,"4/6/14, 11:27 PM","3/14/20, 9:00 PM",Pop,,,,
1671,New Orleans,5:20,FR,Naxxos,Spinnin Records,11,"4/6/14, 11:03 PM","10/24/21, 11:54 AM",Electronic,,,,
1672,Dreamer,3:49,FR,Kartell,Riviera,19,"4/6/14, 10:59 PM","5/30/21, 1:35 PM",Dance,,,,
1673,Pantera,4:07,FR,Kartell,Riviera,18,"4/6/14, 10:59 PM","1/3/20, 5:10 PM",Electronic,,,,
1674,Set it off (Original mix) OFFICIAL,6:20,DE,Tube and Berger,,15,"4/6/14, 10:55 PM","6/6/20, 1:41 PM",Dance,,,,
1675,Sunday (Klangkarussell Remix),7:50,AUS,Max Manie,,19,"4/6/14, 10:54 PM","9/27/21, 8:38 AM",Electronic,,,,
1676,Djon Maya (Synapson Remix),5:33,FR,Victor Deme & Synapson,Convergeance,27,"4/6/14, 10:53 PM","7/18/21, 4:54 PM",Electronic,,,,
1677,Zomer (Original Mix),6:47,NL,Bakermat,,19,"4/6/14, 10:52 PM","5/21/21, 8:51 PM",Dance,,,,
1678,Intro (Exclusive Show Track),4:30,NL,Bakermat,,21,"4/6/14, 10:51 PM","9/10/21, 2:03 PM",Dance,,,,
1679,Espoir,4:03,FR,Darius,Espoir,38,"4/6/14, 10:47 PM","5/2/20, 6:10 PM",Electronic,,,,
1680,Uitzicht,5:04,NL,Bakermat,,18,"4/6/14, 10:40 PM","5/22/21, 11:31 AM",Dance,,,,
1681,Under Control ft. Hurts,3:30,UK,Calvin Harris,,41,"4/6/14, 10:11 PM","10/7/21, 3:08 PM",Dance,,,,
1682,On Top feat. T.Shirt,3:52,AUS,Flume,,47,"4/6/14, 10:07 PM","10/23/20, 7:57 PM",Electronic,,,,
1683,Seremei Buguya (Synapson Remix),4:00,FR,The Garifuna Collective & Synapson,Seremei Buguya - Single,35,"4/6/14, 10:03 PM","11/24/20, 5:19 PM",Electronic,,,,
1684,Oversea,3:12,FR,Synapson,Stenhal Syndrome,16,"4/6/14, 10:01 PM","2/6/21, 11:07 AM",Electronic,,,,
1685,Sentimental Affair (Official Music Video),3:04,FR,Synapson,Stenhal Syndrome,17,"4/6/14, 10:00 PM","3/12/21, 6:57 PM",Dance,,,,
1686,Center Of The Universe (Remode) Full Version,7:35,SWE,Axwell,,7,"4/6/14, 9:58 PM","8/22/21, 2:33 PM",Dance,,,,
1687,Happy Violence,3:49,SWE,Dada Life,The Rules of Dada,12,"3/12/14, 3:32 PM","6/10/20, 11:33 AM",Dance,,,,
1688,The Prime Time of Your Life,4:23,FR,Daft Punk,Human After All,10,"3/12/14, 3:32 PM","6/10/20, 7:14 PM",House,,,,
1689,The Veldt (Radio Edit),2:50,CA,Deadmau5,The Veldt (feat. Chris James) - Single,51,"3/12/14, 3:32 PM","4/28/21, 3:09 AM",Dance,,,,
1690,Cost of Love,4:47,FR,Kartell,Riviera,18,"3/12/14, 3:32 PM","4/21/21, 7:03 PM",Electronic,,,,
1691,Gust of Wind,4:46,USA,Pharrell Williams,G I R L,25,"3/12/14, 3:32 PM","2/24/21, 6:51 AM",Pop,,,,
1692,Stimulated,5:11,FR,Sugar Hill,Stimulated - Single,16,"3/12/14, 3:32 PM","2/13/21, 4:57 PM",Dance,,,,
1693,Chillin,3:54,FR,Modjo,Modjo,30,"2/11/14, 11:44 PM","3/19/21, 5:25 PM",Dance,,,,
1694,Chord Memory (Daft Punk Remix),7:04,FR,IAn Pooley & Daft Punk,"Musique, Vol. 1 (1993 - 2005)",53,"2/11/14, 11:42 PM","4/8/21, 3:14 PM",Electronic,,,,
1695,Be Brave,3:44,UK,Louis La Roche,,11,"2/11/14, 11:40 PM","9/10/21, 6:58 PM",Dance,,,,
1696,Lisztomania,4:02,FR,Phoenix,,18,"2/11/14, 11:37 PM","5/5/20, 1:20 PM",Alternative,,,,
1697,Fake Tan,4:55,UK,Louis La Roche,,13,"2/11/14, 11:27 PM","11/13/20, 5:18 PM",Dance,,,,
1698,Falling In Love,4:03,FR,Darius,Velour,27,"2/11/14, 11:25 PM","8/12/21, 2:54 AM",Dance,,,,
1699,Maliblue,4:19,FR,Darius,Velour,15,"2/11/14, 11:24 PM","7/23/20, 1:49 PM",Electronic,,,,
1700,Onset,4:30,FR,Cherokee,Sampled Moods,22,"2/11/14, 11:20 PM","3/16/21, 10:12 AM",Electronic,,,,
1701,Sable Doux,5:13,FR,Cherokee,Sampled Moods,10,"2/11/14, 11:19 PM","7/16/21, 5:09 AM",Electronic,,,,
1702,Les Années Folles,2:50,FR,Yacht,Les Annees Folles,12,"2/11/14, 11:18 PM","7/5/20, 4:29 PM",Dance,,,,
1703,Some Funk,3:44,FR,Ourvais,Ourvais,44,"2/11/14, 11:14 PM","5/9/21, 6:07 PM",Electronic,,,,
1704,Take Care Of You (Le Nonsense Marine Remix),4:35,FR,Cherokee,Le Nonsense,17,"2/11/14, 11:12 PM","5/24/21, 4:59 PM",Dance,,,,
1705,Take Care Of You,5:49,FR,Cherokee,Sampled Moods,45,"2/11/14, 11:12 PM","7/17/21, 8:55 AM",Dance,,,,
1706,39 Daft Punk Songs Mash-Up,13:15,FR,Daft Punk,Daft Punk - Remixes,71,"2/11/14, 11:08 PM","11/17/21, 6:25 AM",Electronic,,,,
1707,Ho Capito,1:36,AUT,Mozart,Listen,7,"2/10/14, 3:29 PM","2/13/14, 7:29 PM",Classical,,,,
1708,Alfin siam liberati,1:48,AUT,Mozart,Listen,15,"2/10/14, 3:29 PM","1/1/20, 9:52 PM",Classical,,,,
1709,La ci darem la mano,3:11,AUT,Mozart,Listen,6,"2/10/14, 3:29 PM","1/22/20, 2:07 PM",Classical,,,,
1710,"String Quartet in F Major, Op. 135 - II",3:05,DE,Beethoven,Listen,8,"2/10/14, 3:29 PM","5/29/20, 1:05 AM",Classical,,,,
1711,"String Quartets Op. 33, IV. Finale",3:44,AUS,Hadyn,Listen,14,"2/10/14, 3:29 PM","1/7/21, 4:16 PM",Classical Music - Chamber Music,,,,
1712,"Symphony No. 5 in C minor, Op. 67",7:19,DE,Beethoven,Listen,7,"2/10/14, 3:29 PM","5/7/20, 3:53 PM",Classical,,,,
1713,I Symphony No. 95 in C minor,6:20,AUS,Hadyn,Listen,5,"2/10/14, 3:29 PM","5/15/20, 12:03 PM",mashup,,,,
1714,II Symphony No. 95 in C minor,5:36,AUS,Hadyn,Listen,9,"2/10/14, 3:29 PM","11/10/19, 8:24 PM",Classical,,,,
1715,"Symphony No. 40 in G minor, K. 550, I",8:19,AUT,Mozart,Listen,3,"2/10/14, 3:29 PM","8/22/18, 12:43 PM",Classical,,,,
1716,Eat Sleep Rave Repeat (feat. Beardyman) [Calvin Harris Remix],4:45,UK,Fatboy Slim & Riva Starr,Eat Sleep Rave Repeat (feat. Beardyman) [Calvin Harris Remix] - Single,35,"2/2/14, 11:47 PM","7/1/21, 5:20 PM",House,,,,
1717,Flat Beat,5:25,FR,Mr. Oizo,Flat Beat - EP,13,"1/30/14, 7:37 PM","11/5/20, 7:12 PM",Electronic,,,,
1718,Positif,2:51,FR,Mr. Oizo,Lambs Anger,19,"1/30/14, 7:37 PM","8/14/20, 6:30 PM",Electronic,,,,
1719,Locked Out of Heaven,3:53,USA,Bruno Mars,Unorthodox Jukebox,15,"1/30/14, 12:57 AM","2/15/21, 6:22 AM",Pop,,,,
1720,Tsunami,3:57,CA,DVBBS & Borgeous,Tsunami - Single,13,"1/30/14, 12:57 AM","5/24/21, 6:45 PM",Dance,,,,
1721,When You're Dancing (Moullinex Remix),6:57,USA,Gigamesh,All My Life - EP,12,"1/30/14, 12:57 AM","8/24/20, 9:50 AM",Electronic,,,,
1722,I Follow Rivers (The Magician Remix),4:40,BE,Lykke Li,I Follow Rivers (The Magician Remix) - Single,35,"1/30/14, 12:57 AM","5/21/21, 9:37 PM",Alternative,,,,
1723,"Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green]",4:29,USA,Major Lazer,Free the Universe (Extended Version),15,"1/30/14, 12:57 AM","3/31/20, 5:53 PM",Electronic,,,,
1724,Booyah (feat. We Are Loud! & Sonny Wilson),5:11,NL,Showtek,Booyah (feat. We Are Loud! & Sonny Wilson) - Single,8,"1/30/14, 12:57 AM","11/21/19, 12:25 PM",Dance,,,,
1725,Soulgood (Original Mix),6:38,DE,Tube & Berger,In Touch with Ibiza Vol. 5,32,"1/30/14, 12:57 AM","8/12/20, 3:25 PM",Dance,,,,
1726,Everybody Have Fun Tonight,4:48,UK,Wang Chung,20th Century Masters - The Millennium Collection: The Best of Wang Chung,29,"1/30/14, 12:57 AM","6/24/21, 5:45 PM",Rock,,,,
1727,Good Morning U.S.A. (American Dad Theme),1:34,USA,American Dad Cast,Good Morning U.S.A. (American Dad Theme) - Single,24,"1/27/14, 5:11 PM","1/7/21, 4:12 PM",Soundtrack,,,,
1728,It Was a Good Day,4:20,USA,Ice Cube,Greatest Hits,20,"1/27/14, 5:11 PM","4/7/20, 4:42 PM",Hip-Hop/Rap,,,,
1729,Touch the Sky (Featuring Lupe Fiasco),3:57,USA,Kanye West,Late Registration,50,"1/27/14, 5:11 PM","8/5/21, 1:23 PM",Hip-Hop/Rap,,,,
1730,Up Down (Do This All Day) [feat. B.o.B],3:52,USA,T-Pain,Up Down (Do This All Day) [feat. B.o.B] - Single,48,"1/16/14, 12:51 PM","10/1/21, 7:29 PM",Hip-Hop/Rap,,,,
1731,Wake Me Up,4:10,SWE,Avicii,Wake Me Up - Single,44,"1/4/14, 12:03 AM","3/13/21, 6:01 PM",Dance,,,,
1732,Work B**ch,4:08,USA,Britney Spears,Work B**ch - Single,10,"1/4/14, 12:03 AM","5/22/21, 5:20 PM",Pop,,,,
1733,San Francisco,3:49,DE,Cascada,Original Me,30,"1/4/14, 12:03 AM","6/12/20, 10:46 AM",Pop,,,,
1734,I <3 U So,3:42,FR,Cassius,The Rawkers - I <3 U SO Edition,14,"1/4/14, 12:03 AM","12/1/20, 6:57 AM",Electronic,,,,
1735,Musique,6:54,FR,Daft Punk,"Musique, Vol. 1 (1993-2005)",53,"1/4/14, 12:03 AM","8/15/21, 9:27 AM",Electronica,,,,
1736,Revolution 909,5:35,FR,Daft Punk,"Musique, Vol. 1 (1993-2005)",29,"1/4/14, 12:03 AM","1/12/20, 12:56 PM",Electronica,,,,
1737,Human After All,5:20,FR,Daft Punk,"Musique, Vol. 1 (1993-2005)",120,"1/4/14, 12:03 AM","2/22/21, 7:12 PM",Electronic,,,,
1738,Pursuit,4:08,FR,Gesaffelstein,Pursuit - Single,14,"1/4/14, 12:03 AM","4/10/21, 5:43 PM",Electronic,,,,
1739,Apollo (Radio Edit) [feat. Amba Shepherd],3:30,NL,Hardwell,Apollo (Radio Edit) [feat. Amba Shepherd] - Single,50,"1/4/14, 12:03 AM","6/30/21, 7:44 PM",Dance,,,,
1740,Call Me a Spaceman (feat. Mitch Crown) [Extended Mix],6:19,NL,Hardwell,"Hardwell Presents Revealed, Vol. 3",30,"1/4/14, 12:03 AM","8/12/20, 6:11 PM",Dance,,,,
1741,Love Me Again,4:00,UK,John Newman,Love Me Again - EP,10,"1/4/14, 12:03 AM","4/2/21, 7:02 AM",Pop,,,,
1742,Take Back the Night,5:53,USA,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe Version),17,"1/4/14, 12:03 AM","7/19/21, 8:48 AM",Pop,,,,
1743,Suit & Tie,5:26,USA,Justin Timberlake,The 20/20 Experience (Deluxe Version),13,"1/4/14, 12:03 AM","3/19/19, 2:17 PM",Pop,,,,
1744,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] [Cedric Gervais Remix],3:35,FR,Lana Del Rey & Cedric Gervais,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix) - Single,24,"1/4/14, 12:03 AM","5/24/21, 8:53 PM",Dance,,,,
1745,And We Danced (feat. Ziggy Stardust),4:06,USA,Macklemore,The Unplanned Mixtape,33,"1/4/14, 12:03 AM","7/1/21, 5:54 AM",Hip-Hop/Rap,,,,
1746,White Walls (feat. ScHoolboy Q & Hollis),3:40,USA,Macklemore & Ryan Lewis,The Heist (Deluxe Edition),21,"1/4/14, 12:03 AM","6/8/20, 2:16 PM",Hip-Hop/Rap,,,,
